date,rank,artist_name,album_name,song_name,keyword
Jan-07,7,브라이언,The Brian,가지마,"#남성솔로, #발라드, #이별, #사랑, #후회, #슬픈, #차분한, #감성적인, #느린"
Jan-07,8,엠씨더맥스 (M.C the MAX),The Perfect Ballad (Single),볼때기 사랑,"#남성그룹, #발라드, #이별, #사랑, #희생, #차분한, #감성적인, #슬픈"
Jan-07,9,장나라,Lady Like,안 행복해,"#여성솔로, #발라드, #내적갈등, #감정표현, #자기성찰, #차분한, #감성적, #내추럴보컬"
Jan-07,10,"김종국, SG 워너비",S.101,바람만바람만,"#남성그룹, #발라드, #이별, #그리움, #사랑, #미디엄템포, #화음, #오케스트라"
Jan-07,11,이효리,Any Star (Single),"Any Star (Feat. 이준기)(CF - 애니콜 애니스타 '이효리, '이준기'편)","#여성솔로, #댄스, #스타에, 대한, 꿈, #청춘, #자신감, #신나는, #화려한, #캐치한"
Jan-07,12,김아중,미녀는 괴로워 OST,별 (Original Dialog Ver.),"#여성솔로, #발라드, #위로, #희망, #사랑, #차분한, #감성적, #애잔한"
Jan-07,13,BIGBANG (빅뱅),BIGBANG Vol.1,Dirty Cash,"#남성그룹, #힙합, #돈, #물질만능주의, #사회비판, #경쾌한, #펑키, #댄스"
Jan-07,14,PK 헤만,Evergreen,Evergreen (Feat. 이지혜),"#남성솔로, #랩발라드, #사랑, #이별, #감사, #차분한, #감성적인, #따뜻한"
Jan-07,15,SG 워너비,The Precious History,사랑가,"#남성그룹, #발라드, #애절한_사랑, #슬픈_이별, #사랑의_고통, #차분한, #감미로운, #화려한_하모니"
Jan-07,16,"이루, Daylight",이루 LEVEL II,까만안경 (Feat. Day Light),"#남성솔로, #발라드, #이별, #사랑, #슬픔, #차분한, #감성적인, #화려한"
Jan-07,17,"SG 워너비, 브라운아이드걸스",SG워너비 & 브라운아이드걸스 싱글,Must Have Love,"#남성그룹, #여성그룹, #발라드, #연애, #사랑, #겨울, #차분한, #감성적인, #화음"
Jan-07,18,가비엔제이,The Very Surprise,그녀가 울고있네요,"#여성그룹, #R&B발라드, #이별, #슬픔, #눈물, #감성적인, #차분한, #호소력짙은"
Jan-07,19,서문탁,Leap Of Truth,가거라 사랑아,"#여성솔로, #록발라드, #이별, #사랑, #후회, #웅장한, #감성적인, #파워풀한"
Jan-07,20,성시경,The Ballads,거리에서,"#남성솔로, #발라드, #이별, #사랑, #추억, #차분한, #감성적인, #서정적인"
Jan-07,21,손호영(SHY),손호영 1집 Yes,사랑은 이별을 데리고 오다 (New Ver.),"#남성솔로, #발라드, #이별, #사랑, #추억, #감성적, #서정적, #차분한"
Jan-07,22,왁스,WAX 6 (사랑이 다 그런거니까),사랑이 다 그런거니까,"#남성솔로, #발라드, #사랑, #이별, #연애, #애절한, #감성적인, #잔잔한"
Jan-07,23,가비엔제이,눈사람 part 2: THE WHITE (Single),겨울 사랑,"#여성그룹, #발라드, #이별, #사랑, #추억, #차분한, #애절한, #감성적인"
Jan-07,24,"프리스타일, 혜미",Rainbow Duet Vol.3,이게 나라는 남자야,"#남성그룹, #발라드, #이별, #후회, #사랑, #감성적인, #차분한, #진심어린"
Jan-07,25,이승철,Reflection Of Sound,소리쳐,"#남성솔로, #발라드, #그리움, #외로움, #절규, #감성적, #강렬한, #호소력있는"
Jan-07,26,마야,Road To Myself,나를 외치다,"#여성솔로, #팝, #자기계발, #의지, #극복, #중간템포, #감성적, #강렬한"
Jan-07,27,MC몽,The Way I Am (Repackage),너에게 쓰는 편지 Part 2 (Feat. MayBee),"#남성솔로, #힙합, #사랑, #편지, #이별, #차분한, #감성적인, #로맨틱한"
Jan-07,28,"임재범, 테이",겨울애 (愛),겨울이 오면,"#듀엣, #발라드, #이별, #사랑, #, 그리움, #차분한, #감성적인, #화려한"
Jan-07,29,노블레스,Innocence,아마도 사랑인가 봐,"#남성솔로, #힙합, #사랑, #연애, #감성, #차분한, #감미로운, #매력적인"
Jan-07,30,SG 워너비,The Precious History,Ordinary People,"#남성그룹, #발라드, #일상, #희망, #현실고민, #감성적, #차분한, #화음, #서정적"
Jan-07,31,먼데이 키즈 (Monday Kiz),El Condor Pasa,새 살,"#남성그룹, #발라드, #이별, #사랑, #아픔, #차분한, #감성적인, #슬픈"
Jan-07,32,보이스원,Love Actually,사랑 얘기,"#남성그룹, #발라드, #사랑, #이별, #연애, #감성적인, #따뜻한, #화음"
Jan-07,33,KCM,안녕 / 사랑이 올까봐,사랑이 올까봐 (Feat. 화요비),"#남성솔로, #발라드, #이별, #사랑, #, 그리움, #차분한, #애절한, #잔잔한"
Jan-07,34,SE7EN,Se7olution,라 라 라,"#남성솔로, #팝발라드, #성숙, #감성, #연애, #미디엄템포, #부드러운, #감미로운, #짙은감성"
Jan-07,35,MC몽,The Way I Am,아이스크림,"#남성솔로, #힙합, #사랑, #비유, #연애, #경쾌한, #중독성, #재치있는가사"
Jan-07,36,김태우,Solo Special Album,하고싶은 말,"#남성솔로, #발라드, #이별, #사랑, #추억, #차분한, #절제된, #비내리는날에듣기좋은"
Jan-07,37,최재훈,Return,고마워요,"#남성솔로, #발라드, #사랑, #감사, #이별, #차분한, #감성적인, #화려하지않은"
Jan-07,38,애즈원,이별이  남기는 12가지 눈물,十二夜 (십이야),"#여성듀오, #R&B, #이별, #그리움, #사랑, #감성적, #차분한, #서정적"
Jan-07,39,윤민수(바이브),윤민수(Vibe)의 겨울이야기,겨울이야기 (With 박정은 포맨),"#남성듀오, #발라드, #사랑, #이별, #추억, #차분한, #감성적인, #화려하지않은"
Jan-07,40,홍경민,Evolution Of Rhythm,"사랑, 참...","#남성솔로, #발라드, #이별, #사랑, #슬픔, #차분한, #감성적인, #울적한"
Jan-07,41,바비 킴,Follow Your Soul,파랑새  (Feat. 전제덕),"#남성솔로, #발라드, #사랑, #이별, #추억, #차분한, #감성적인, #어쿠스틱"
Jan-07,42,휘성 (Realslow),중천의 기억,손톱달,"#남성솔로, #발라드, #이별, #사랑, #추억, #잔잔한, #감성적인, #슬픈"
Jan-07,43,G.C 해머,Must Have,"Club Arirang (클럽 아리랑) (Feat. 제롬, 에디)","#남성솔로, #힙합, #파티, #클럽, #흥겨운, #신나는, #화려한, #에너지틱한"
Jan-07,44,러브홀릭,Re Wind,바람아 멈추어 다오,"#여성보컬, #모던록, #이별, #그리움, #바람, #감성적, #차분한, #서정적"
Jan-07,45,테이크 (TAKE),Take It All,한마디,"#남성그룹, #발라드, #희망, #비상, #도전, #차분한, #감성적인, #화려한"
Jan-07,46,더 네임,Second Chance To Fly,사랑은,"#남성솔로, #R&B, #사랑, #연애, #감성, #차분한, #감미로운, #감성적인"
Jan-07,47,조성모,눈의 여왕 (Love Theme),사랑... 눈물겹다,"#남성솔로, #발라드, #이별, #사랑, #추억, #차분한, #감성적인, #슬픈"
Jan-07,48,이수영,동화 (冬話) Vol.2,눈물이 나요,"#여성솔로, #발라드, #이별, #슬픔, #그리움, #감성적인, #차분한, #애절한"
Jan-07,49,H-유진,날 사랑하지 마요,날 사랑하지 마요 (Feat. J),"#남성솔로, #힙합, #이별, #사랑, #, 그리움, #차분한, #감성적인, #애잔한"
Jan-07,50,타이푼,기다릴게...,기다릴게...,"#혼성그룹, #발라드, #이별, #그리움, #아픔, #미디움템포, #감성적인, #애절한"
Feb-07,1,에픽하이 (EPIK HIGH),Remapping The Human Soul,Fan,"#남성그룹, #힙합, #집착, #사랑, #소외감, #차분한, #감성적인, #화려한"
Feb-07,2,이기찬,Para Ti,미인 (美人),"#남성솔로, #발라드, #이별, #사랑, #헤어짐, #애절한, #감성, #서정적"
Feb-07,3,이루,이루 LEVEL II,흰눈,"#남성솔로, #발라드, #이별, #그리움, #눈, #감성적인, #차분한, #서정적인"
Feb-07,4,씨야,All Star,미워요,"#여성그룹, #발라드, #이별, #상실, #미움, #애절한, #감성적인, #미디엄템포"
Feb-07,5,KCM,안녕 / 사랑이 올까봐,안녕,"#남성솔로, #발라드, #이별, #그리움, #미련, #감성적인, #잔잔한, #애절한"
Feb-07,6,박효신,The Breeze Of Sea,추억은 사랑을 닮아,"#남성솔로, #발라드, #사랑, #추억, #이별, #차분한, #애절한, #화려한"
Feb-07,7,더 넛츠 (The NuTs),Whispers Of Love,잔소리,"#남성그룹, #발라드, #이별, #사랑, #미안함, #차분한, #애절한, #감성적인"
Feb-07,8,"신혜성, 린",동화 (冬話),사랑...후에,"#남녀듀엣, #발라드, #이별, #사랑, #감정, #차분한, #부드러운, #감미로운"
Feb-07,9,먼데이 키즈 (Monday Kiz),El Condor Pasa,새 살,"#남성그룹, #발라드, #이별, #사랑, #아픔, #차분한, #감성적인, #슬픈"
Feb-07,10,먼데이 키즈 (Monday Kiz),El Condor Pasa,남자야,"#남성그룹, #발라드, #이별, #사랑, #후회, #차분한, #감성적인, #슬픈"
Feb-07,11,타이푼,기다릴게...,기다릴게...,"#혼성그룹, #발라드, #이별, #그리움, #아픔, #미디움템포, #감성적인, #애절한"
Feb-07,12,엠씨더맥스 (M.C the MAX),The Perfect Ballad (Single),볼때기 사랑,"#남성그룹, #발라드, #이별, #사랑, #희생, #차분한, #감성적인, #슬픈"
Feb-07,13,BIGBANG (빅뱅),BIGBANG Vol.1,Dirty Cash,"#남성그룹, #힙합, #돈, #물질만능주의, #사회비판, #경쾌한, #펑키, #댄스"
Feb-07,14,에픽하이 (EPIK HIGH),Remapping The Human Soul,Love Love Love (Feat. Yoong Jin Of Casker),"#남성그룹, #힙합, #사랑, #이별, #연애, #차분한, #감성적인, #화려한"
Feb-07,15,이재훈 (쿨),First Album,환상,"#남성솔로, #팝발라드, #환상, #사랑, #그리움, #감성, #서정적, #부드러운, #몽환적"
Feb-07,16,신화,Winter Story 2006~2007,예쁘잖아,"#남성그룹, #발라드, #사랑, #감사, #희망, #차분한, #감성적인, #화려한"
Feb-07,17,테이,애인,같은 베개...,"#남성솔로, #발라드, #이별, #그리움, #후회, #아련한, #감성적인, #잔잔한"
Feb-07,18,PK 헤만,Evergreen,Evergreen (Feat. 이지혜),"#남성솔로, #랩발라드, #사랑, #이별, #감사, #차분한, #감성적인, #따뜻한"
Feb-07,19,문근영,&Design,&Design (CF - KTF 도시락 '문근영'편),"#여성솔로, #팝, #희망, #자신감, #미래, #밝은, #경쾌한, #여성솔로한"
Feb-07,20,포지션,애가 (愛歌),하루,"#남성솔로, #발라드, #사랑, #추억, #희망, #차분한, #감성적인, #어둡지않은"
Feb-07,21,원더걸스,The wonder begins,Irony (아이러니),"#여성그룹, #댄스힙합, #불신, #연애갈등, #배신, #역동적인, #리듬감, #화려한안무"
Feb-07,22,브라이언,The Brian,가지마,"#남성솔로, #발라드, #이별, #사랑, #후회, #슬픈, #차분한, #감성적인, #느린"
Feb-07,23,H-유진,날 사랑하지 마요,날 사랑하지 마요 (Feat. J),"#남성솔로, #힙합, #이별, #사랑, #, 그리움, #차분한, #감성적인, #애잔한"
Feb-07,24,아이비,A Sweet Moment,유혹의 소나타,"#여성솔로, #댄스, #유혹, #관계, #감정복잡, #섹시한, #강렬한, #우아한"
Feb-07,25,"김종국, SG 워너비",S.101,바람만바람만,"#남성그룹, #발라드, #이별, #그리움, #사랑, #미디엄템포, #화음, #오케스트라"
Feb-07,26,장나라,Lady Like,안 행복해,"#여성솔로, #발라드, #내적갈등, #감정표현, #자기성찰, #차분한, #감성적, #내추럴보컬"
Feb-07,27,서지영,Different This Time,Hey Boy,"#여성솔로, #소프트록, #사랑, #행복, #재미, #신나는, #가벼운, #캐치한"
Feb-07,28,김아중,미녀는 괴로워 OST,Maria,"#여성솔로, #팝발라드, #용기, #희망, #도전, #감성적, #힘찬, #맑은"
Feb-07,29,SG 워너비,The Precious History,사랑가,"#남성그룹, #발라드, #애절한_사랑, #슬픈_이별, #사랑의_고통, #차분한, #감미로운, #화려한_하모니"
Feb-07,30,BGH4,A For You,A For You,"#여성그룹, #발라드, #이별, #사랑, #슬픔, #차분한, #감성적인, #절절한"
Feb-07,31,서문탁,Leap Of Truth,가거라 사랑아,"#여성솔로, #록발라드, #이별, #사랑, #후회, #웅장한, #감성적인, #파워풀한"
Feb-07,32,마야,Road To Myself,나를 외치다,"#여성솔로, #팝, #자기계발, #의지, #극복, #중간템포, #감성적, #강렬한"
Feb-07,33,SG 워너비,The Precious History,Ordinary People,"#남성그룹, #발라드, #일상, #희망, #현실고민, #감성적, #차분한, #화음, #서정적"
Feb-07,34,유니,유니 3집 U;Nee,습관 (Acoustic Ver.),"#여성솔로, #발라드, #이별, #그리움, #습관, #차분한, #감성적인, #아쿠스틱"
Feb-07,35,"이루, Daylight",이루 LEVEL II,까만안경 (Feat. Day Light),"#남성솔로, #발라드, #이별, #사랑, #슬픔, #차분한, #감성적인, #화려한"
Feb-07,36,가비엔제이,The Very Surprise,그녀가 울고있네요,"#여성그룹, #R&B발라드, #이별, #슬픔, #눈물, #감성적인, #차분한, #호소력짙은"
Feb-07,37,먼데이 키즈 (Monday Kiz),El Condor Pasa,하늘아 제발,"#남성그룹, #발라드, #이별, #슬픔, #절망, #감성적인, #서정적인, #차분한"
Feb-07,38,MC몽,The Way I Am (Repackage),너에게 쓰는 편지 Part 2 (Feat. MayBee),"#남성솔로, #힙합, #사랑, #편지, #이별, #차분한, #감성적인, #로맨틱한"
Feb-07,39,이효리,Any Star (Single),"Any Star (Feat. 이준기)(CF - 애니콜 애니스타 '이효리, '이준기'편)","#여성솔로, #댄스, #스타에, 대한, 꿈, #청춘, #자신감, #신나는, #화려한, #캐치한"
Feb-07,40,KCM,안녕 / 사랑이 올까봐,사랑이 올까봐 (Feat. 화요비),"#남성솔로, #발라드, #이별, #사랑, #, 그리움, #차분한, #애절한, #잔잔한"
Feb-07,41,김아중,미녀는 괴로워 OST,별 (Original Dialog Ver.),"#여성솔로, #발라드, #위로, #희망, #사랑, #차분한, #감성적, #애잔한"
Feb-07,42,김형중,동화 (童話),동화 (童話),"#남성솔로, #발라드, #사랑, #순수, #영원한사랑, #감미로운, #서정적인, #어린이합창"
Feb-07,43,"SG 워너비, KCM",All Star,가시리,"#남성그룹, #발라드, #이별, #사랑, #, 그리움, #차분한, #감성적인, #슬픈"
Feb-07,44,이수영,동화 (冬話) Vol.2,눈물이 나요,"#여성솔로, #발라드, #이별, #슬픔, #그리움, #감성적인, #차분한, #애절한"
Feb-07,45,성시경,The Ballads,거리에서,"#남성솔로, #발라드, #이별, #사랑, #추억, #차분한, #감성적인, #서정적인"
Feb-07,46,"프리스타일, 혜미",Rainbow Duet Vol.3,이게 나라는 남자야,"#남성그룹, #발라드, #이별, #후회, #사랑, #감성적인, #차분한, #진심어린"
Feb-07,47,브라이언,The Brian,일년을 겨울에 살아,"#남성솔로, #R&B, #이별, #그리움, #후회, #감성적인, #차분한, #서정적인"
Feb-07,48,버블 시스터즈,Dramatic Episode,바보처럼,"#여성그룹, #발라드, #이별, #슬픔, #후회, #감성적, #차분한, #아련한"
Feb-07,49,신혜성,All Star,애인,"#남성솔로, #발라드, #사랑, #이별, #감성, #차분한, #감미로운, #서정적인"
Feb-07,50,왁스,WAX 6 (사랑이 다 그런거니까),사랑이 다 그런거니까,"#남성솔로, #발라드, #사랑, #이별, #연애, #애절한, #감성적인, #잔잔한"
Mar-07,1,이기찬,Para Ti,미인 (美人),"#남성솔로, #발라드, #이별, #사랑, #헤어짐, #애절한, #감성, #서정적"
Mar-07,2,아이비,A Sweet Moment,유혹의 소나타,"#여성솔로, #댄스, #유혹, #관계, #감정복잡, #섹시한, #강렬한, #우아한"
Mar-07,3,테이,애인,같은 베개...,"#남성솔로, #발라드, #이별, #그리움, #후회, #아련한, #감성적인, #잔잔한"
Mar-07,4,씨야,All Star,미워요,"#여성그룹, #발라드, #이별, #상실, #미움, #애절한, #감성적인, #미디엄템포"
Mar-07,5,프리스타일,수취인불명,수취인 불명,"#남성듀오, #힙합, #이별, #사랑, #회상, #감성적인, #우수한랩, #차분한"
Mar-07,6,박효신,The Breeze Of Sea,추억은 사랑을 닮아,"#남성솔로, #발라드, #사랑, #추억, #이별, #차분한, #애절한, #화려한"
Mar-07,7,케이윌,왼쪽 가슴,왼쪽가슴,"#남성솔로, #발라드, #이별, #그리움, #상실, #애절한, #감성적인, #호소력있는"
Mar-07,8,에픽하이 (EPIK HIGH),Remapping The Human Soul,Fan,"#남성그룹, #힙합, #집착, #사랑, #소외감, #차분한, #감성적인, #화려한"
Mar-07,9,윤미래,t 3 YOONMIRAE,잊었니...,"#여성솔로, #R&B, #이별, #사랑, #아픔, #차분한, #감성적인, #슬픈"
Mar-07,10,먼데이 키즈 (Monday Kiz),El Condor Pasa,남자야,"#남성그룹, #발라드, #이별, #사랑, #후회, #차분한, #감성적인, #슬픈"
Mar-07,11,이효리,Toc Toc Toc (Single),톡!톡!톡! (Toc Toc Toc)(CF - 투싼 '이효리'편),"#여성솔로, #댄스팝, #섹시, #유혹, #비밀, #빠른템포, #화려한, #관능적"
Mar-07,12,BMK,999.9,하루살이,"#여성솔로, #발라드, #이별, #사랑, #, 그리움, #차분한, #감성적인, #화려한"
Mar-07,13,마골피,비행소녀,비행소녀,"#여성솔로, #발라드, #이별, #사랑, #추억, #차분한, #감성적인, #서정적인"
Mar-07,14,원더걸스,The wonder begins,Irony (아이러니),"#여성그룹, #댄스힙합, #불신, #연애갈등, #배신, #역동적인, #리듬감, #화려한안무"
Mar-07,15,아이비,A Sweet Moment,이럴거면,"#여성솔로, #발라드, #이별, #연애, #사랑, #슬픈, #감성적, #애절한"
Mar-07,16,"SG 워너비, KCM",All Star,가시리,"#남성그룹, #발라드, #이별, #사랑, #, 그리움, #차분한, #감성적인, #슬픈"
Mar-07,17,이루,이루 LEVEL II,흰눈,"#남성솔로, #발라드, #이별, #그리움, #눈, #감성적인, #차분한, #서정적인"
Mar-07,18,KCM,안녕 / 사랑이 올까봐,안녕,"#남성솔로, #발라드, #이별, #그리움, #미련, #감성적인, #잔잔한, #애절한"
Mar-07,19,더 넛츠 (The NuTs),Whispers Of Love,잔소리,"#남성그룹, #발라드, #이별, #사랑, #미안함, #차분한, #애절한, #감성적인"
Mar-07,20,에픽하이 (EPIK HIGH),Remapping The Human Soul,Love Love Love (Feat. Yoong Jin Of Casker),"#남성그룹, #힙합, #사랑, #이별, #연애, #차분한, #감성적인, #화려한"
Mar-07,21,린,The Pride Of The Morning,이별살이,"#여성솔로, #발라드, #이별, #사랑, #미련, #슬픔, #차분한, #애잔한, #웅장한"
Mar-07,22,서인영,Elly Is So Hot,너를 원해,"#여성솔로, #힙합, #유혹, #사랑, #섹시미, #리드미컬, #화려한, #도도한"
Mar-07,23,포지션,애가 (愛歌),하루,"#남성솔로, #발라드, #사랑, #추억, #희망, #차분한, #감성적인, #어둡지않은"
Mar-07,24,장나라,She,사랑 부르기 (Acoustic Ver.),"#여성솔로, #팝발라드, #이별, #상처, #사랑, #잔잔한, #애절한, #감성적인"
Mar-07,25,"신혜성, 린",동화 (冬話),사랑...후에,"#남녀듀엣, #발라드, #이별, #사랑, #감정, #차분한, #부드러운, #감미로운"
Mar-07,26,타이푼,기다릴게...,기다릴게...,"#혼성그룹, #발라드, #이별, #그리움, #아픔, #미디움템포, #감성적인, #애절한"
Mar-07,27,MC 스나이퍼,How Bad Do U Want It?,봄이여 오라 (Feat. 유리),"#남성솔로, #힙합, #그리움, #기다림, #사랑, #서정적, #감성적, #잔잔한"
Mar-07,28,SUPER JUNIOR-T (슈퍼주니어 T),로꾸거!!!,로꾸거!!!,"#남성그룹, #트로트, #재미, #놀이, #즐거움, #신나는, #가벼운, #화려한"
Mar-07,29,모세,사랑이죠.. 사랑,내 사랑,"#남성솔로, #발라드, #사랑, #행복, #축복, #잔잔한, #따뜻한, #편안한"
Mar-07,30,PK 헤만,Evergreen,Evergreen (Feat. 이지혜),"#남성솔로, #랩발라드, #사랑, #이별, #감사, #차분한, #감성적인, #따뜻한"
Mar-07,31,버블 시스터즈,Dramatic Episode,바보처럼,"#여성그룹, #발라드, #이별, #슬픔, #후회, #감성적, #차분한, #아련한"
Mar-07,32,먼데이 키즈 (Monday Kiz),El Condor Pasa,새 살,"#남성그룹, #발라드, #이별, #사랑, #아픔, #차분한, #감성적인, #슬픈"
Mar-07,33,BIGBANG (빅뱅),BIGBANG Vol.1,Dirty Cash,"#남성그룹, #힙합, #돈, #물질만능주의, #사회비판, #경쾌한, #펑키, #댄스"
Mar-07,34,황보,Lady In Black,눈물도 미안해서,"#여성솔로, #발라드, #이별, #미안함, #눈물, #감성적인, #차분한, #애절한"
Mar-07,35,이재훈 (쿨),First Album,환상,"#남성솔로, #팝발라드, #환상, #사랑, #그리움, #감성, #서정적, #부드러운, #몽환적"
Mar-07,36,더 크로스,눈물 이야기 1 (사랑하니까),사랑하니까,"#남성그룹, #발라드, #사랑, #이별, #감성, #차분한, #감동적인, #화려한"
Mar-07,37,서지영,Different This Time,Hey Boy,"#여성솔로, #소프트록, #사랑, #행복, #재미, #신나는, #가벼운, #캐치한"
Mar-07,38,"전초아, 손호영(SHY)",어쩌다가 (손호영 & 전초아),어쩌다가,"#혼성듀엣, #발라드, #이별, #연애, #사랑, #감성적인, #차분한, #서정적인"
Mar-07,39,"윤도현, 라라(Lala)","우리, 사랑하는 동안 2",이별 이야기,"#남성듀오, #발라드, #이별, #사랑, #감성, #잔잔한, #서정적, #따뜻한"
Mar-07,40,엠씨더맥스 (M.C the MAX),The Perfect Ballad (Single),볼때기 사랑,"#남성그룹, #발라드, #이별, #사랑, #희생, #차분한, #감성적인, #슬픈"
Mar-07,41,KCM,안녕 / 사랑이 올까봐,사랑이 올까봐 (Feat. 화요비),"#남성솔로, #발라드, #이별, #사랑, #, 그리움, #차분한, #애절한, #잔잔한"
Mar-07,42,BGH4,A For You,A For You,"#여성그룹, #발라드, #이별, #사랑, #슬픔, #차분한, #감성적인, #절절한"
Mar-07,43,이효리,Toc Toc Toc (Single),그녀를 사랑하지마,"#여성솔로, #댄스팝, #이별, #사랑, #질투, #섹시한, #감성적인, #리드미컬한"
Mar-07,44,혜령,하늘아래...그리움...,반지하나,"#여성솔로, #R&B, #이별, #그리움, #사랑, #감성적, #차분한, #서정적"
Mar-07,45,브라이언,The Brian,일년을 겨울에 살아,"#남성솔로, #R&B, #이별, #그리움, #후회, #감성적인, #차분한, #서정적인"
Mar-07,46,마야,Road To Myself,나를 외치다,"#여성솔로, #팝, #자기계발, #의지, #극복, #중간템포, #감성적, #강렬한"
Mar-07,47,SG 워너비,The Precious History,Ordinary People,"#남성그룹, #발라드, #일상, #희망, #현실고민, #감성적, #차분한, #화음, #서정적"
Mar-07,48,"애즈원, 손호영(SHY)",우리가 알고 있는 사랑이야기 다섯,다시 내 곁으로,"#남성듀오, #발라드, #이별, #추억, #사랑, #감성적, #잔잔한, #애절한"
Mar-07,49,"김종국, SG 워너비",S.101,바람만바람만,"#남성그룹, #발라드, #이별, #그리움, #사랑, #미디엄템포, #화음, #오케스트라"
Mar-07,50,김동률,Thanks (감사),감사,"#남성솔로, #발라드, #감사, #사랑, #팬사랑, #차분한, #감성적인, #잔잔한"
Apr-07,1,아이비,A Sweet Moment,이럴거면,"#여성솔로, #발라드, #이별, #연애, #사랑, #슬픈, #감성적, #애절한"
Apr-07,2,윤하 (YOUNHA),고백하기 좋은 날,비밀번호 486,"#여성솔로, #팝락, #사랑, #고백, #연애감성, #밝은, #경쾌한, #풋풋한"
Apr-07,3,아이비,A Sweet Moment,유혹의 소나타,"#여성솔로, #댄스, #유혹, #관계, #감정복잡, #섹시한, #강렬한, #우아한"
Apr-07,4,케이윌,왼쪽 가슴,왼쪽가슴,"#남성솔로, #발라드, #이별, #그리움, #상실, #애절한, #감성적인, #호소력있는"
Apr-07,5,이기찬,Para Ti,미인 (美人),"#남성솔로, #발라드, #이별, #사랑, #헤어짐, #애절한, #감성, #서정적"
Apr-07,6,이효리,Toc Toc Toc (Single),톡!톡!톡! (Toc Toc Toc)(CF - 투싼 '이효리'편),"#여성솔로, #댄스팝, #섹시, #유혹, #비밀, #빠른템포, #화려한, #관능적"
Apr-07,7,프리스타일,수취인불명,수취인 불명,"#남성듀오, #힙합, #이별, #사랑, #회상, #감성적인, #우수한랩, #차분한"
Apr-07,8,테이,애인,같은 베개...,"#남성솔로, #발라드, #이별, #그리움, #후회, #아련한, #감성적인, #잔잔한"
Apr-07,9,마골피,비행소녀,비행소녀,"#여성솔로, #발라드, #이별, #사랑, #추억, #차분한, #감성적인, #서정적인"
Apr-07,10,EVAN 에반 (유호석),Hard To Breath,남자도... 어쩔 수 없다.,"#남성솔로, #발라드, #이별, #사랑, #후회, #애절한, #감성적인, #차분한, #섬세한"
Apr-07,11,채연,My Love,My Love,"#여성솔로, #댄스, #사랑, #연애, #그리움, #신나는, #라틴리듬, #화려한"
Apr-07,12,SG 워너비,The Sentimental Chord,아리랑,"#남성그룹, #발라드, #이별, #슬픔, #한, #차분한, #웅장한, #국악퓨전"
Apr-07,13,씨야,All Star,미워요,"#여성그룹, #발라드, #이별, #상실, #미움, #애절한, #감성적인, #미디엄템포"
Apr-07,14,박효신,The Breeze Of Sea,추억은 사랑을 닮아,"#남성솔로, #발라드, #사랑, #추억, #이별, #차분한, #애절한, #화려한"
Apr-07,15,린,The Pride Of The Morning,이별살이,"#여성솔로, #발라드, #이별, #사랑, #미련, #슬픔, #차분한, #애잔한, #웅장한"
Apr-07,16,MC 스나이퍼,How Bad Do U Want It?,봄이여 오라 (Feat. 유리),"#남성솔로, #힙합, #그리움, #기다림, #사랑, #서정적, #감성적, #잔잔한"
Apr-07,17,에픽하이 (EPIK HIGH),Remapping The Human Soul,Love Love Love (Feat. Yoong Jin Of Casker),"#남성그룹, #힙합, #사랑, #이별, #연애, #차분한, #감성적인, #화려한"
Apr-07,18,이효리,Toc Toc Toc (Single),그녀를 사랑하지마,"#여성솔로, #댄스팝, #이별, #사랑, #질투, #섹시한, #감성적인, #리드미컬한"
Apr-07,19,원더걸스,The wonder begins,Irony (아이러니),"#여성그룹, #댄스힙합, #불신, #연애갈등, #배신, #역동적인, #리듬감, #화려한안무"
Apr-07,20,"SG 워너비, KCM",All Star,가시리,"#남성그룹, #발라드, #이별, #사랑, #, 그리움, #차분한, #감성적인, #슬픈"
Apr-07,21,더 넛츠 (The NuTs),Whispers Of Love,내 사람입니다,"#남성그룹, #발라드, #사랑, #이별, #추억, #차분한, #감성적인, #애절한"
Apr-07,22,견우 (Kyunwoo),The Kiss,발걸음이 들려오면,"#발라드, #남성솔로, #사랑, #이별, #, 그리움, #차분한, #감성적인, #아련한"
Apr-07,23,먼데이 키즈 (Monday Kiz),El Condor Pasa,남자야,"#남성그룹, #발라드, #이별, #사랑, #후회, #차분한, #감성적인, #슬픈"
Apr-07,24,소울타운,My Lady,My Lady (Original Ver.),"#남성그룹, #힙합, #사랑, #경쟁, #고백, #차분한, #감미로운, #화려한"
Apr-07,25,서인영,Elly Is So Hot,너를 원해,"#여성솔로, #힙합, #유혹, #사랑, #섹시미, #리드미컬, #화려한, #도도한"
Apr-07,26,란 (RAN),란 그리고 란,우리 처음 (1대 (전초아) & 2대 란 (Ran)),"#여성솔로, #발라드, #그리움, #첫사랑, #연애감성, #차분한, #감성적인, #잔잔한"
Apr-07,27,SG 워너비,The Sentimental Chord,한여름날의 꿈 (Duet With 옥주현),"#남성그룹, #발라드, #사랑, #이별, #희망, #차분한, #감성적인, #우아한"
Apr-07,28,윤미래,t 3 YOONMIRAE,잊었니...,"#여성솔로, #R&B, #이별, #사랑, #아픔, #차분한, #감성적인, #슬픈"
Apr-07,29,김건모,Style Album 11 : 허수아비,허수아비,"#남성솔로, #발라드, #이별, #사랑, #, 그리움, #차분한, #슬픈, #감성적인"
